n_estimators,max_depth,min_samples_leaf,repetition,train_time,f1_score,precision,recall,specificity,roc_auc,pr_auc,composite_score
30,20.0,10,3.0,1.5239878177642823,0.0550955612623934,0.04467677150435771,0.07346938775510203,0.9186119873817035,0.4960406875684028,0.04873335395545107,0.19995653426208246
40,10.0,1,3.0,1.1942960739135742,0.052651057696053605,0.03475354615211955,0.11020408163265305,0.8485804416403786,0.4793922616365158,0.04799834626069651,0.193347221864422
40,10.0,5,3.0,1.189518117904663,0.051659307546654,0.03419528261583731,0.10612244897959182,0.8464773922187172,0.47629992059915444,0.04777103449549871,0.19191008754710237
40,10.0,10,3.0,1.1623535633087159,0.04881070578319245,0.03179785034281375,0.10612244897959182,0.8365930599369085,0.4713577544582502,0.04736949017292393,0.18917931680478883
40,20.0,1,3.0,1.9931898593902588,0.04624837280340473,0.04416608372111885,0.04897959183673469,0.9457413249211356,0.49736045837893517,0.04925667372822179,0.19762183497018726
40,20.0,5,3.0,1.9863857269287108,0.04750641923436041,0.04088271602007094,0.05714285714285714,0.9310199789695058,0.4940814180561815,0.048988092147453643,0.19685864314599852
40,20.0,10,3.0,2.0312404155731203,0.049802272032241704,0.04068283725817973,0.06530612244897958,0.9226077812828601,0.49395695186591987,0.04894475402538025,0.1975679926411806
50,10.0,1,3.0,1.4294975757598878,0.05075428815784182,0.034019556594622816,0.10204081632653061,0.8563617245005257,0.4792012704135282,0.047794524787346075,0.192583361119572
50,10.0,5,3.0,1.4171748161315918,0.05966352698450132,0.03993519776269261,0.11836734693877551,0.8538380651945321,0.48610270606665373,0.048289923643749656,0.19801871889830155
50,10.0,10,3.0,1.5045076847076415,0.04973741818385356,0.033399439721553646,0.09795918367346938,0.855310199789695,0.4766346917315822,0.04759628083057088,0.19132279691533552
50,20.0,1,3.0,2.3767186641693114,0.02171700263431097,0.02349317738791423,0.02040816326530612,0.9539432176656151,0.48717569046546066,0.049123920913394604,0.1860055380043887
50,20.0,5,3.0,2.276269626617432,0.024469560968962585,0.021533521735134637,0.02857142857142857,0.9341745531019979,0.4813729908367132,0.04840333346462379,0.1847486284234332
50,20.0,10,3.0,2.1923569202423097,0.04099170436743129,0.033497961401008844,0.05306122448979591,0.9226077812828601,0.4878345028863281,0.04859994934955889,0.19247538553443944
60,10.0,1,3.0,1.5756274700164794,0.05458844151998103,0.0374528518612585,0.10204081632653061,0.8696109358569926,0.48582587609176164,0.04820475368698508,0.1962063570995759
60,10.0,5,3.0,1.5855406284332276,0.06421798904199753,0.04353687225664892,0.12244897959183673,0.8614090431125131,0.4919290113521749,0.04857089166547227,0.2015726306865482
60,10.0,10,3.0,1.5309875011444092,0.06443593028148499,0.043402487624694584,0.12653061224489795,0.8563617245005257,0.4914461683727119,0.04844851156617908,0.20144353674012536
60,20.0,1,3.0,2.6091067790985107,0.014600136705399863,0.018633540372670808,0.012244897959183673,0.958359621451104,0.48530225970514385,0.049071821523640514,0.1829914059780614
60,20.0,5,3.0,2.5838486194610595,0.029740559569270675,0.027603923981489552,0.03265306122448979,0.940273396424816,0.4864632288246529,0.04851303894901252,0.18823894244764536
60,20.0,10,3.0,2.4869821071624756,0.039394912523921785,0.033207153070166764,0.04897959183673469,0.9310199789695058,0.4899997854031202,0.04927066205003024,0.19288845332569074
70,10.0,1,3.0,1.9750424385070802,0.05618973676763735,0.03859423591064596,0.10612244897959182,0.8715036803364878,0.4888130646580399,0.04844280622346979,0.19781520254971566
70,10.0,5,3.0,1.9181129455566406,0.06245398933163944,0.04245720953420461,0.11836734693877551,0.8633017875920084,0.4908345672653919,0.04850326845122744,0.20059727501608626
70,10.0,10,3.0,1.899049949645996,0.05891350469175995,0.03983704073080054,0.11428571428571428,0.8578338590956888,0.4860597866907015,0.048047853968032135,0.19767371511683118
70,20.0,1,3.0,3.336492729187012,0.018202973497091147,0.020634920634920634,0.016326530612244896,0.9562565720294426,0.48629155132084384,0.04884787819889861,0.18444746767227785
70,20.0,5,3.0,3.2810875415802,0.02968591422043241,0.027758673890749364,0.03265306122448979,0.9400630914826499,0.48635807635356987,0.0484921683601699,0.18817871964472407
70,20.0,10,3.0,3.1145538330078124,0.02734465202259607,0.0236481279066721,0.03265306122448979,0.9324921135646689,0.4825725873945793,0.04847677317167002,0.1861313375296151
80,10.0,1,3.0,2.1171899795532227,0.05713571814736703,0.0399516580561068,0.10204081632653059,0.8794952681388013,0.490768042232666,0.04861418465918525,0.19883931501307275
80,10.0,5,3.0,2.097920608520508,0.05340550296120801,0.03675515394708211,0.09795918367346938,0.8691903259726604,0.4835747548230649,0.04809129302914385,0.19502385027113892
80,10.0,10,3.0,2.0996401786804197,0.058484519781322394,0.040505270332856544,0.10612244897959182,0.8687697160883282,0.48744608253395993,0.0482515797436276,0.19806072735296998
80,20.0,1,3.0,3.7412219047546387,0.02402945713290541,0.02969007885567577,0.02040816326530612,0.9623554153522609,0.49138178930878346,0.049112287937364565,0.18817451145968447
80,20.0,5,3.0,3.57262921333313,0.042433043232747984,0.040586667017234804,0.044897959183673466,0.9451104100946373,0.4950041846391554,0.0487910433417586,0.1954094237378873
80,20.0,10,3.0,3.445377540588379,0.05512485436749111,0.04800476924205738,0.06530612244897958,0.9333333333333333,0.49931972789115653,0.049060111616735624,0.20116823129179442
90,10.0,1,3.0,2.2272555351257326,0.04922888503311407,0.03464599415252207,0.08571428571428572,0.8832807570977919,0.4844975214060388,0.04846537954298431,0.19406392866071243
90,10.0,5,3.0,2.21140341758728,0.05301506086641263,0.03636872900740244,0.09795918367346938,0.8681388012618296,0.48304899246764954,0.048289662949998244,0.1947845720946868
90,10.0,10,3.0,2.2861324310302735,0.058801029898524704,0.04074761017689128,0.10612244897959185,0.870031545741325,0.48807699736045834,0.048365254933922255,0.19841442739763512
90,20.0,1,3.0,4.01376519203186,0.019233588353515393,0.02346096096096096,0.016326530612244896,0.9634069400630916,0.4898667353376682,0.04893389716246859,0.1860114069512174
90,20.0,5,3.0,4.055922794342041,0.03478310905567867,0.033191624076169636,0.03673469387755102,0.9453207150368034,0.4910277044571772,0.04888838572647558,0.19156639974644382
90,20.0,10,3.0,3.7722490787506104,0.034665560448957924,0.03024707085176296,0.04081632653061224,0.9350157728706625,0.48791604970063734,0.048553661710059995,0.19037842395321844
100,10.0,1,3.0,2.573017120361328,0.05778505052689564,0.04115969956855729,0.09795918367346938,0.8868559411146162,0.4924075623940428,0.04877571413436318,0.1996561090184339
100,10.0,5,3.0,2.3582538604736327,0.061113985189913254,0.042328826939681756,0.11020408163265305,0.8710830704521555,0.4906435760424044,0.0490970740831179,0.20028487843847853
100,10.0,10,3.0,2.328428840637207,0.06392055524731648,0.043872981066376784,0.11836734693877551,0.865825446898002,0.4920963969183888,0.04880270639069684,0.20160655285213402
100,20.0,1,3.0,4.233930683135986,0.01852279840146372,0.02148513962467451,0.016326530612244896,0.961093585699264,0.48871005815575447,0.04887170838884176,0.18536818831535332
100,20.0,5,3.0,4.1820838928222654,0.034863378457706075,0.03334344732395707,0.03673469387755102,0.944900105152471,0.490817399515011,0.04861855699944003,0.19143311165738572
100,20.0,10,3.0,4.042776870727539,0.031284487463919874,0.027254559743974626,0.03673469387755102,0.9345951629863303,0.48566492843194065,0.04860942992507548,0.18851961527364533
