ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,http_trans_depth,http_response_body_len,http_method,ftp_user,ftp_password,ftp_command,dns_query,attack_cat,label,rate,sload,dload,smean,dmean,is_sm_ips_ports,is_ftp_login,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_state_ttl,ct_ftp_cmd,ct_flw_http_mthd
1761248620.211275,CqMrri2dSCYdfu3KM1,192.168.255.112,56387,192.168.255.221,21,tcp,ftp,0.079893,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,162.71763483659393,9913.258983890953,0.0,7,0,0,1,9,1,40,40,9,1,40,36,9,15
1761248620.248829,Ck7BZB1yrujwHcnl8g,192.168.255.112,56389,192.168.255.221,42981,tcp,,0.01838,51864.0,0.0,SH,T,T,0,ScADcF,42,53556,0,0,,6,,,,,,,,Normal,0,2285.0924918389555,22574102.28509249,0.0,1234,0,0,0,1,1,41,41,1,1,41,37,9,15
1761248620.281646,CPPeyR2AlWOOLiThI4,192.168.255.112,56390,192.168.255.221,29718,tcp,,0.008095,0.0,37265.0,SH,T,T,0,ScAdFa,22,892,3,29320,,6,,,,,,,,Normal,0,3088.3261272390364,0.0,36827671.402100064,0,12421,0,0,1,1,42,42,1,1,42,38,9,15
1761248626.451182,CJ9Wzf3AELPREDEWE,192.168.255.112,56768,192.168.255.221,80,tcp,http,0.040993,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,317.127314419535,271656.136413534,0.0,107,0,0,0,16,1,43,43,16,1,43,39,9,16
1761248638.503109,CzY3WbNKa4JayOB8i,192.168.255.112,50151,192.168.255.221,80,tcp,http,0.0339,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,383.48082595870204,383952.802359882,0.0,125,0,0,0,17,1,44,44,17,1,44,40,9,17
1761248643.298839,CbIvhH1QIBMUQ5QK39,192.168.255.112,63765,192.168.255.221,21,tcp,ftp,0.037761,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,370.7528931966844,20974.020815126718,0.0,7,0,0,1,10,1,45,45,10,1,45,41,10,17
1761248643.317922,ClYPEt4SJHnmOLth6i,192.168.255.112,63766,192.168.255.221,28984,tcp,,0.008031,33193.0,0.0,SH,T,T,0,ScADcF,29,34365,0,0,,6,,,,,,,,Normal,0,3611.007346532188,33064873.61474287,0.0,1144,0,0,0,1,1,46,46,1,1,46,42,10,17
1761248643.328349,C76d7K2QOWDmQF4upg,192.168.255.112,63767,192.168.255.221,21365,tcp,,0.003682,0.0,12754.0,SH,T,T,0,ScAdFa,15,612,2,11760,,6,,,,,,,,Normal,0,4617.055947854427,0.0,27711026.615969583,0,6377,0,0,1,1,47,47,1,1,47,43,10,17
1761248645.558288,CUcGnY14H52cqpAmh2,192.168.255.112,62353,192.168.255.221,80,tcp,http,0.023578,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,551.3614386292306,541861.0569174654,0.0,122,0,0,0,18,1,48,48,18,1,48,44,10,18
1761248663.59041,CUdPVNKjwaNCv84wc,192.168.255.112,60939,192.168.255.221,80,tcp,http,0.027217,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,477.64264981445416,478230.5176911489,0.0,125,0,0,0,19,1,49,49,19,1,49,45,10,19
1761248668.625323,C40P6LNpRaWd3lHO,192.168.255.112,65483,192.168.255.221,80,tcp,http,0.020075,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,647.5716064757161,648368.6176836862,0.0,125,0,0,0,20,1,50,50,20,1,50,46,10,20
1761248677.652652,CNfv8h1M13Mso445Bk,192.168.255.112,64050,192.168.255.221,80,tcp,http,0.020593,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,631.2824746273005,632059.4376729957,0.0,125,0,0,0,21,1,51,51,21,1,51,47,10,21
1761248681.345005,CRdsOh2Z9Dpy3XOjG8,192.168.255.112,56511,192.168.255.221,21,tcp,ftp,0.043762,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,297.06137745075637,18097.893149307616,0.0,7,0,0,1,11,1,52,52,11,1,52,48,11,21
1761248681.374023,CdSZYj2byCrsj7Dch9,192.168.255.112,56512,192.168.255.221,58127,tcp,,0.005534,12447.0,0.0,SH,T,T,0,ScADcF,14,13019,0,0,,6,,,,,,,,Normal,0,2529.815684857246,17993494.759667512,0.0,889,0,0,0,1,1,53,53,1,1,53,49,11,21
1761248681.382069,CzvJPFfOLbFMSCDqd,192.168.255.112,56513,192.168.255.221,25237,tcp,,0.003528,0.0,0.0,SH,T,T,0,ScAFa,8,332,1,40,,6,,,,,,,,Normal,0,2551.0204081632655,0.0,0.0,0,0,0,0,1,1,54,54,1,1,54,50,11,21
1761248683.676939,CGNX0R1IG0ucYDGvLh,192.168.255.112,51335,192.168.255.221,80,tcp,http,0.032462,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,400.4682397880599,393567.8639640195,0.0,122,0,0,0,22,1,55,55,22,1,55,51,11,22
1761248692.715598,Cn9yfq2U0Xio9RB4zc,192.168.255.112,51003,192.168.255.221,80,tcp,http,0.019914,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,652.8070704027317,559204.5796926785,0.0,107,0,0,0,23,1,56,56,23,1,56,52,11,23
1761248698.743377,CVjWho3Dz3WbpzxqQ2,192.168.255.112,61486,192.168.255.221,80,tcp,http,0.029324,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,443.3228754603738,435684.081298595,0.0,122,0,0,0,24,1,57,57,24,1,57,53,11,24
1761248712.389952,CS1ehF43rr5I9lQ6cg,192.168.255.112,52385,192.168.255.221,21,tcp,ftp,0.035309,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,396.49947605426377,22430.54178821264,0.0,7,0,0,1,12,1,58,58,12,1,58,54,12,24
1761248712.407031,CCQoC73Ikzc4yPlmNh,192.168.255.112,52386,192.168.255.221,46981,tcp,,0.009852,68461.0,0.0,SH,T,T,0,ScADcF,55,70673,0,0,,6,,,,,,,,Normal,0,5582.622817701989,55591555.01421031,0.0,1244,0,0,0,1,1,59,59,1,1,59,55,12,24
1761248712.419056,CuRL1T3OOPaCh5hn99,192.168.255.112,52387,192.168.255.221,26666,tcp,,0.0052,0.0,53862.0,SH,T,T,0,ScAdFa,27,1092,4,43796,,6,,,,,,,,Normal,0,5961.538461538462,0.0,82864615.38461539,0,13465,0,0,1,1,60,60,1,1,60,56,12,24
1761248712.775008,C5GC1P3LdDw4NkSbjg,192.168.255.112,52388,192.168.255.221,80,tcp,http,0.015768,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,824.4545915778792,810248.6047691527,0.0,122,0,0,0,25,1,61,61,25,1,61,57,12,25
1761248724.794882,CIMfxR1VPyBWZnkK1c,192.168.255.112,57597,192.168.255.221,80,tcp,http,0.017048,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,762.5527921163773,653214.4533083059,0.0,107,0,0,0,26,1,62,62,26,1,62,58,12,26
1761248733.832805,CHifuSDomkW64LWE5,192.168.255.112,64772,192.168.255.221,80,tcp,http,0.025088,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,518.1760204081633,443877.55102040817,0.0,107,0,0,0,27,1,63,63,27,1,63,59,12,27
1761248736.81738,CPhiJh18ItkEa0XFid,192.168.255.118,56587,239.255.255.250,1900,udp,,3.072168,680.0,0.0,S0,T,T,0,D,4,792,0,0,,17,,,,,,,,Normal,0,1.302012129544999,1770.7364961811984,0.0,170,0,0,0,3,1,5,5,3,1,5,6,12,27
1761248739.447181,COohAC12HStIX5OdEb,192.168.255.112,63238,192.168.255.221,21,tcp,ftp,0.06662,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,195.13659561693186,11888.321825277695,0.0,7,0,0,1,13,1,64,64,13,1,64,60,13,27
1761248739.470731,Cb2jf52SWKiJp0vvCd,192.168.255.112,63239,192.168.255.221,47642,tcp,,0.026535,102692.0,0.0,SH,T,T,0,ScADcF,80,105904,0,0,,6,,,,,,,,Normal,0,3014.8859996231395,30960467.30732994,0.0,1283,0,0,0,1,1,65,65,1,1,65,61,13,27
1761248739.500752,CyQzuzfAXhw4SbUDh,192.168.255.112,63240,192.168.255.221,47254,tcp,,0.011514,0.0,88093.0,SH,T,T,0,ScAdFa,39,1572,5,77416,,6,,,,,,,,Normal,0,3821.434775056453,0.0,61207573.38891784,0,17618,0,0,1,1,66,66,1,1,66,62,13,27
1761248739.86599,CiNUE21AmKm0Mro1n8,192.168.255.112,63241,192.168.255.221,80,tcp,http,0.03057,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,425.2535165194635,417926.0713117435,0.0,122,0,0,0,28,1,67,67,28,1,67,63,13,28
1761248754.903125,C8dUqW2ghgT77u6vw2,192.168.255.112,57270,192.168.255.221,80,tcp,http,0.021118,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,615.5885974050573,616346.2449095558,0.0,125,0,0,0,29,1,68,68,29,1,68,64,13,29
1761248759.933151,CaQ40G3uoyOvKpAQF8,192.168.255.112,52757,192.168.255.221,80,tcp,http,0.028471,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,456.6049664570967,457166.9418004285,0.0,125,0,0,0,30,1,69,69,30,1,69,65,13,30
1761248764.978774,CcbbQ7toWFcBC3WBk,192.168.255.112,53432,192.168.255.221,80,tcp,http,0.045051,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,288.5618521231493,288917.0051719163,0.0,125,0,0,0,31,1,70,70,31,1,70,66,13,31
1761248766.532047,CV2OMu233WffJj5gO6,192.168.255.112,64544,192.168.255.221,21,tcp,ftp,0.052381,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,267.2724842977416,15119.98625455795,0.0,7,0,0,1,14,1,71,71,14,1,71,67,14,31
1761248766.5472,Cyt8Hg4vctQljdaWzl,192.168.255.112,64545,192.168.255.221,38222,tcp,,0.023142,98543.0,0.0,SH,T,T,0,ScADcF,77,101635,0,0,,6,,,,,,,,Normal,0,3327.2837265577737,34065508.599083915,0.0,1279,0,0,0,1,1,72,72,1,1,72,68,14,31
1761248766.573942,C6QsOF3Xzr2Nx6GlOa,192.168.255.112,64546,192.168.255.221,56410,tcp,,0.008616,0.0,83944.0,SH,T,T,0,ScAdFa,38,1532,5,77416,,6,,,,,,,,Normal,0,4990.714948932219,0.0,77942432.68337975,0,16788,0,0,1,1,73,73,1,1,73,69,14,31
1761248775.02785,Cz3ScmQAluBL0374f,192.168.255.112,63331,192.168.255.221,80,tcp,http,0.033105,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,392.6899259930524,393173.2366711977,0.0,125,0,0,0,32,1,74,74,32,1,74,70,14,32
1761248793.064874,CFKB3c15gMy3Ge8TCf,192.168.255.112,64151,192.168.255.221,80,tcp,http,0.020046,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,648.5084306095979,637334.1314975555,0.0,122,0,0,0,33,1,75,75,33,1,75,71,14,33
1761248794.59652,CgoVf91muXzf838z0h,192.168.255.112,64152,192.168.255.221,21,tcp,ftp,0.046595,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,300.46142289945277,16997.531924026185,0.0,7,0,0,1,15,1,76,76,15,1,76,72,15,33
